Item#,Property,Familiarity,VisualStrengthMean,HapticStrengthMean,AuditoryStrengthMean,OlfactoryStrengthMean,GustatoryStrengthMean,VisualStrengthSD,HapticStrengthSD,AuditoryStrengthSD,OlfactoryStrengthSD,GustatoryStrengthSD,DominantModality,ModalityExclusivity,BNCFrequency,BNCLogFrequency,OrthographicLength
281,rancid,1,3.095238095,1.571428571,0.857142857,4.19047619,3.238095238,1.813966976,1.630074494,1.458962449,1.249761882,1.786190413,Olfactory,0.257352941,1,0.693147181,6
282,raspy,0.80952381,2,1.176470588,3.647058824,0.647058824,0.529411765,1.620185175,1.50977209,1.693412844,1.32009358,1.007326105,Auditory,0.389705882,0,0,5
283,raucous,0.619047619,3.230769231,0.153846154,4.538461538,0.307692308,0.230769231,1.640825308,0.554700196,1.391365314,0.751067616,0.59914469,Auditory,0.518181818,1,0.693147181,7
284,rectangular,1,4.80952381,3.952380952,0,0,0.095238095,0.679635757,1.160869953,0,0,0.43643578,Visual,0.543010753,6,1.945910149,11
285,red,0.952380952,4.714285714,0.095238095,0.19047619,0.285714286,0.285714286,1.10194633,0.43643578,0.601585208,0.783763813,0.783763813,Visual,0.829059829,149,5.010635294,3
286,reddish,0.952380952,4.7,0.15,0.1,0.2,0.2,0.656946685,0.489360485,0.307793506,0.615587011,0.615587011,Visual,0.859813084,2,1.098612289,7
287,reeking,0.904761905,1.368421053,0.157894737,0.105263158,4.947368421,2.052631579,1.300022492,0.501459857,0.315301768,0.229415734,1.747178176,Olfactory,0.56097561,0,0,7
288,resounding,0.857142857,1.833333333,0.444444444,3.833333333,0.055555556,0.055555556,1.689065178,0.855585264,1.543487266,0.23570226,0.23570226,Auditory,0.607142857,2,1.098612289,10
289,reverberating,0.619047619,2.153846154,2.307692308,3.307692308,0,0,1.463224399,2.056883378,1.493575988,0,0,Auditory,0.425742574,0,0,13
290,rhythmic,1,2.476190476,1.333333333,4.619047619,0.095238095,0,1.503963019,1.770122406,0.669043382,0.300792604,0,Auditory,0.541899441,5,1.791759469,8
291,ripe,1,4.142857143,3.380952381,0.095238095,3.666666667,4.523809524,0.963624112,1.499206139,0.300792604,1.154700538,0.679635757,Gustatory,0.280120482,6,1.945910149,4
292,rippled,0.952380952,4.25,3.9,2,0.25,0.5,1.069923755,1.252366182,1.863782233,0.786397516,1.147078669,Visual,0.366972477,1,0.693147181,7
293,rippling,0.904761905,4.631578947,3.473684211,3,0.368421053,0.894736842,0.59726472,1.504379571,1.666666667,0.895080773,1.448935887,Visual,0.344680851,2,1.098612289,8
294,roasted,1,4.19047619,1.761904762,1.333333333,3.857142857,4.428571429,1.030487633,1.813966976,1.74164673,1.276154939,0.676123404,Gustatory,0.198776758,2,1.098612289,7
295,roasting,1,4.047619048,2.333333333,1.476190476,3.80952381,3.333333333,1.023532631,2.081665999,1.536848972,1.327367606,1.622754859,Visual,0.171428571,2,1.098612289,8
296,rotten,1,4.095238095,2.571428571,0.19047619,3.952380952,3.285714286,0.995226703,1.630074494,0.402373908,1.627150592,1.978455386,Visual,0.277027027,8,2.197224577,6
297,rotund,0.476190476,3.9,2.7,0.2,0,0.1,1.449137675,1.702938637,0.632455532,0,0.316227766,Visual,0.565217391,0,0,6
298,rough,1,4.047619048,4.904761905,2.285714286,0.714285714,1.619047619,0.864649668,0.300792604,1.792842914,1.45405836,1.657594356,Haptic,0.30877193,36,3.610917913,5
299,round,1,4.476190476,4.380952381,0.238095238,0,0.19047619,0.980767435,1.023532631,0.538958431,0,0.511766316,Visual,0.482051282,320,5.771441123,5
300,rubbery,1,3.619047619,4.5,1.142857143,2.142857143,2.142857143,1.321975434,0.888523317,1.38873015,1.796822592,1.621286967,Haptic,0.247803163,1,0.693147181,7
301,rumbling,1,2.476190476,1.666666667,4.238095238,0.238095238,0.2,1.600595127,1.425949976,1.179184545,0.700340053,0.695852374,Auditory,0.457883369,1,0.693147181,8
302,rustling,1,3.047619048,2.523809524,4.666666667,0.55,0.2,1.4309504,1.721018525,0.577350269,1.050062655,0.523148364,Auditory,0.406500542,1,0.693147181,8
303,rusty,1,4.285714286,3,1.142857143,1.571428571,0.666666667,0.902377811,1.264911064,1.352246808,1.690308509,1.316561177,Visual,0.339285714,4,1.609437912,5
304,salty,1,1.857142857,0.666666667,0.047619048,1.714285714,4.80952381,1.352246808,1.110555417,0.21821789,1.10194633,0.679635757,Gustatory,0.523560209,2,1.098612289,5
305,savoury,1,2.666666667,0.333333333,0.19047619,3.523809524,5,1.622754859,0.795822426,0.511766316,1.209092537,0,Gustatory,0.410569106,1,0.693147181,7
306,scaly,1,4.333333333,4.428571429,0.142857143,0.095238095,1,0.856348839,1.121223821,0.358568583,0.300792604,1.549193338,Haptic,0.433333333,1,0.693147181,5
307,scented,1,1,0.095238095,0.047619048,4.761904762,2.333333333,1.140175425,0.43643578,0.21821789,0.538958431,1.683250823,Olfactory,0.572254335,3,1.386294361,7
308,scentless,1,1,0.19047619,0.19047619,4.428571429,2.380952381,1.61245155,0.511766316,0.511766316,1.39897922,1.596126263,Olfactory,0.51744186,0,0,9
309,scratchy,1,2.857142857,4.142857143,3.285714286,0.095238095,0.047619048,1.525965736,1.276154939,1.901127485,0.43643578,0.21821789,Haptic,0.392694064,1,0.693147181,8
310,scrawny,1,4.761904762,2.571428571,0.666666667,0.285714286,0.285714286,0.538958431,1.567527626,1.354006401,0.902377811,0.902377811,Visual,0.522222222,1,0.693147181,7
311,screaming,1,2.80952381,0.142857143,4.952380952,0.047619048,0.047619048,1.470341716,0.358568583,0.21821789,0.21821789,0.21821789,Auditory,0.613095238,14,2.708050201,9
312,screeching,1,2.333333333,0.333333333,4.952380952,0.238095238,0.095238095,1.559914528,0.856348839,0.21821789,0.700340053,0.43643578,Auditory,0.610778443,1,0.693147181,10
313,searing,0.714285714,3.666666667,1.866666667,2.2,0.666666667,0.466666667,1.5430335,1.995232413,1.82051798,1.290994449,1.245945806,Visual,0.360902256,2,1.098612289,7
314,shadowy,1,4.714285714,0.285714286,0.285714286,0.142857143,0.142857143,0.560611911,0.902377811,0.783763813,0.654653671,0.654653671,Visual,0.820512821,4,1.609437912,7
315,shaggy,1,4.19047619,4.095238095,0.19047619,0.142857143,0,0.92838826,0.995226703,0.679635757,0.654653671,0,Visual,0.486187845,2,1.098612289,6
316,shallow,1,4.238095238,3.333333333,1.380952381,0.19047619,0.285714286,1.135991281,1.770122406,1.499206139,0.679635757,0.560611911,Visual,0.429292929,15,2.772588722,7
317,sharp,1,4.428571429,4.571428571,1.047619048,0.333333333,1.19047619,0.810643483,1.164964745,1.532194194,0.966091783,1.691716513,Haptic,0.366255144,45,3.828641396,5
318,sheer,0.904761905,4.526315789,2.894736842,0.578947368,0,0,0.904827857,1.760515608,1.464991068,0,0,Visual,0.565789474,21,3.091042453,5
319,shimmering,1,4.761904762,0.857142857,0.761904762,0.333333333,0.238095238,0.768424486,1.236354087,1.261140829,1.064581295,0.768424486,Visual,0.650684932,2,1.098612289,10
320,shiny,1,4.952380952,1.857142857,0.095238095,0.047619048,0.047619048,0.21821789,1.276154939,0.300792604,0.21821789,0.21821789,Visual,0.700680272,8,2.197224577,5
321,short,1,4.952380952,3.238095238,0.571428571,0.142857143,0.142857143,0.21821789,1.445847914,1.028174527,0.478091444,0.478091444,Visual,0.531578947,184,5.220355825,5
322,shrieking,1,2.714285714,0.142857143,4.952380952,0.142857143,0.142857143,1.383577144,0.478091444,0.21821789,0.654653671,0.654653671,Auditory,0.594117647,1,0.693147181,9
323,shrill,0.904761905,1.526315789,0.263157895,4.789473684,0.105263158,0.105263158,1.645479365,0.653376296,0.535303379,0.458831468,0.458831468,Auditory,0.689922481,3,1.386294361,6
324,silent,1,1.952380952,0.142857143,5,0,0.095238095,1.657594356,0.478091444,0,0,0.43643578,Auditory,0.695364238,38,3.663561646,6
325,silky,1,3.761904762,4.904761905,0.238095238,0,0.380952381,0.995226703,0.300792604,0.768424486,0,0.669043382,Haptic,0.528205128,3,1.386294361,5
326,silver,1,4.571428571,0.666666667,0.047619048,0.333333333,0.238095238,0.978336781,0.966091783,0.21821789,0.795822426,0.889087279,Visual,0.772357724,41,3.737669618,6
327,skinny,1,4.904761905,4,0.380952381,0.19047619,0.142857143,0.300792604,1.449137675,0.973457265,0.511766316,0.478091444,Visual,0.495049505,3,1.386294361,6
328,slick,1,3.80952381,3.523809524,1.571428571,0.19047619,0.142857143,1.470341716,1.691716513,1.599106894,0.511766316,0.358568583,Visual,0.396907216,4,1.609437912,5
329,slimy,1,3.80952381,4.523809524,0.80952381,0.857142857,2.047619048,1.077916862,0.980767435,1.123345344,1.31475147,1.82964998,Haptic,0.308300395,2,1.098612289,5
330,slippery,1,3.857142857,4.619047619,1.476190476,0.476190476,1.285714286,1.31475147,0.804747816,1.249761882,1.123345344,1.647508942,Haptic,0.353658537,5,1.791759469,8
331,slushy,1,3.571428571,3.523809524,2.238095238,0.428571429,1.857142857,1.325572653,1.631534481,1.410842369,0.9258201,1.740279124,Visual,0.270491803,0,0,6
332,small,1,4.952380952,3.666666667,0.428571429,0,0,0.21821789,1.425949976,0.810643483,0,0,Visual,0.547368421,438,6.084499413,5
333,smelly,1,1.380952381,0.238095238,0.333333333,5,1.428571429,1.321975434,0.700340053,0.730296743,0,1.599106894,Olfactory,0.568181818,3,1.386294361,6
334,smoky,1,4.523809524,0.476190476,0.666666667,4.571428571,3.333333333,0.679635757,0.980767435,1.154700538,0.870139562,1.494434118,Olfactory,0.301754386,2,1.098612289,5
335,smooth,1,4.142857143,4.952380952,1.333333333,0.380952381,1.857142857,0.792824967,0.21821789,1.653279569,0.973457265,1.711306936,Haptic,0.360902256,31,3.465735903,6
336,snarling,0.952380952,3.523809524,0.238095238,4.380952381,0,0,1.435933411,0.700340053,1.160869953,0,0,Auditory,0.538011696,2,1.098612289,8
337,snorting,0.952380952,2.8,0.3,4.65,0.35,0.35,1.704483252,0.656946685,0.812727701,0.812727701,1.182103388,Auditory,0.514792899,1,0.693147181,8
338,soapy,1,3.80952381,3.666666667,0.666666667,3.19047619,1.714285714,1.167006753,1.390443574,1.064581295,1.749829924,1.764733893,Visual,0.240875912,1,0.693147181,5
339,sodden,0.857142857,3.666666667,3.555555556,0.388888889,0.722222222,0.111111111,1.028991511,1.381483526,0.777544316,0.95828005,0.323380833,Visual,0.421052632,2,1.098612289,6
340,soft,1,4.142857143,4.952380952,1.666666667,0.666666667,1.333333333,1.108409414,0.21821789,1.852925615,1.494434118,1.683250823,Haptic,0.335820896,61,4.127134385,4
341,soggy,1,3.952380952,4.285714286,1.238095238,1.19047619,2.047619048,1.160869953,1.055597326,1.338086765,1.569045813,1.596126263,Haptic,0.243445693,2,1.098612289,5
342,solid,1,4.571428571,4.80952381,1.857142857,0.19047619,1.714285714,0.597614305,0.511766316,1.621286967,0.601585208,1.95301964,Haptic,0.351449275,36,3.610917913,5
343,sonorous,0.428571429,0.666666667,0.888888889,4.777777778,0.111111111,0,1.118033989,1.691481928,0.440958552,0.333333333,0,Auditory,0.74137931,1,0.693147181,8
344,sore,1,3.19047619,4.285714286,1.047619048,0.095238095,0.095238095,1.503963019,1.055597326,1.395571226,0.300792604,0.43643578,Haptic,0.480874317,9,2.302585093,4
345,soundless,1,1.714285714,0.333333333,4.428571429,0.047619048,0.047619048,1.647508942,0.966091783,1.362770288,0.21821789,0.21821789,Auditory,0.666666667,1,0.693147181,9
346,sour,1,1.19047619,0.047619048,0.142857143,2.714285714,4.80952381,1.030487633,0.21821789,0.478091444,1.616875293,0.679635757,Gustatory,0.534759358,6,1.945910149,4
347,sparkly,1,4.571428571,1.285714286,1.19047619,0.142857143,0.19047619,0.978336781,1.419255338,1.503963019,0.654653671,0.872871561,Visual,0.6,0,0,7
348,speckled,1,4.714285714,1.428571429,0.333333333,0.238095238,0.142857143,0.902377811,1.567527626,0.730296743,0.624880941,0.478091444,Visual,0.666666667,1,0.693147181,8
349,spicy,1,1.666666667,0.428571429,0.333333333,4.238095238,5,1.74164673,0.978336781,0.966091783,0.889087279,0,Gustatory,0.4,2,1.098612289,5
350,spiky,1,4.523809524,4.857142857,0.666666667,0.142857143,0.80952381,0.74960307,0.358568583,1.154700538,0.654653671,1.400680107,Haptic,0.428571429,2,1.098612289,5
351,spilling,1,4.428571429,2.380952381,1.952380952,0.714285714,0.142857143,0.746420027,1.657594356,1.596126263,1.10194633,0.654653671,Visual,0.445544554,3,1.386294361,8
352,spotless,1,5,1.761904762,0.095238095,0.80952381,0.1,0,1.546116487,0.43643578,1.364516311,0.447213595,Visual,0.631514408,1,0.693147181,8
353,spotted,1,4.666666667,1.19047619,0.571428571,0.095238095,0.19047619,0.795822426,1.327367606,1.287300609,0.43643578,0.511766316,Visual,0.680851064,16,2.833213344,7
354,square,1,4.428571429,4,0,0,0.047619048,1.121223821,1.61245155,0,0,0.21821789,Visual,0.52247191,28,3.36729583,6
355,squeaking,1,1.380952381,0.904761905,4.523809524,0.047619048,0.047619048,1.532194194,1.261140829,0.813575296,0.21821789,0.21821789,Auditory,0.648275862,0,0,9
356,squealing,1,2.047619048,0.19047619,4.666666667,0,0,1.4309504,0.511766316,0.795822426,0,0,Auditory,0.675862069,1,0.693147181,9
357,stagnant,0.952380952,3.15,1.05,0.4,3.1,1.05,1.663066287,1.468081455,0.753937035,1.860956178,1.66938375,Visual,0.314285714,2,1.098612289,8
358,stale,1,3.761904762,2.714285714,0.714285714,3.80952381,4.714285714,1.374945886,1.647508942,1.521277659,1.470341716,0.717137166,Gustatory,0.254545455,4,1.609437912,5
359,steep,1,4.952380952,2.571428571,0.857142857,0.095238095,0.095238095,0.21821789,1.886038933,1.195228609,0.43643578,0.43643578,Visual,0.566666667,16,2.833213344,5
360,stenchy,1,1.904761905,0.19047619,0.333333333,4.904761905,1.523809524,1.70014005,0.511766316,0.577350269,0.43643578,1.249761882,Olfactory,0.532258065,0,0,7
361,sticky,1,3.095238095,4.619047619,0.047619048,0.428571429,2.380952381,1.220850601,0.74001287,0.21821789,1.028174527,1.745743122,Haptic,0.432432432,8,2.197224577,6
362,stinging,1,1.761904762,4.666666667,0.380952381,0.047619048,0.142857143,1.445847914,0.730296743,0.920662287,0.21821789,0.478091444,Haptic,0.659863946,3,1.386294361,8
363,stinky,1,1.476190476,0.095238095,0.238095238,4.761904762,1.952380952,1.209092537,0.300792604,0.43643578,0.538958431,1.687488977,Olfactory,0.547486034,0,0,6
364,stormy,1,4.333333333,0.428571429,4.333333333,1.2,0.047619048,1.110555417,0.9258201,0.795822426,1.151657844,0.21821789,Visual,0.414364641,4,1.609437912,6
365,straight,1,4.904761905,4,0.19047619,0.047619048,0.095238095,0.300792604,1.183215957,0.679635757,0.21821789,0.300792604,Visual,0.525773196,91,4.521788577,8
366,strange,0.952380952,4.142857143,2.523809524,3.380952381,3.333333333,3.476190476,1.352246808,2.135861597,1.687488977,1.798147195,1.749829924,Visual,0.096045198,64,4.17438727,7
367,striped,1,4.523809524,0.904761905,0.285714286,0.047619048,0.095238095,0.813575296,1.220850601,0.956182887,0.21821789,0.43643578,Visual,0.764227642,5,1.791759469,7
368,strong,1,3.904761905,3.714285714,1.904761905,3,3.285714286,1.410842369,1.23056317,1.972429008,2.167948339,2.077085871,Visual,0.126506024,160,5.081404365,6
369,sturdy,1,4.142857143,4.19047619,0.761904762,0.238095238,0.285714286,0.72702918,1.167006753,1.300183137,1.091089451,1.10194633,Haptic,0.410891089,5,1.791759469,6
370,sunny,1,4.952380952,0.952380952,0.285714286,0.285714286,0.095238095,0.21821789,1.596126263,0.783763813,0.717137166,0.43643578,Visual,0.739130435,10,2.397895273,5
371,sweaty,1,3.80952381,3.523809524,0.238095238,4.047619048,1.428571429,1.327367606,1.503963019,0.538958431,1.023532631,1.599106894,Olfactory,0.291970803,2,1.098612289,6
372,sweet,1,2.19047619,0.571428571,1.19047619,3.904761905,4.857142857,1.806074407,1.247855303,1.96517296,1.261140829,0.358568583,Gustatory,0.337078652,35,3.583518938,5
373,swift,1,4.571428571,1.238095238,2.857142857,0.238095238,0.095238095,0.746420027,1.609495632,1.525965736,0.768424486,0.43643578,Visual,0.497354497,9,2.302585093,5
374,swinging,1,4.428571429,2.666666667,1.571428571,0.095238095,0.095238095,1.028174527,1.354006401,1.434274331,0.43643578,0.43643578,Visual,0.489247312,9,2.302585093,8
375,tall,1,4.904761905,2.714285714,0.19047619,0,0,0.300792604,1.521277659,0.511766316,0,0,Visual,0.62804878,46,3.850147602,4
376,tangerine,1,4.333333333,2.095238095,0.285714286,3.238095238,4.19047619,1.197219,1.546116487,0.902377811,1.70014005,1.364516311,Visual,0.286195286,1,0.693147181,9
377,tangy,1,0.80952381,0.19047619,0.19047619,3.095238095,4.75,1.123345344,0.511766316,0.511766316,1.410842369,0.550119604,Gustatory,0.504611331,1,0.693147181,5
378,tapering,0.714285714,3.4,3,0.6,0.2,0.2,1.549193338,1.511857892,1.298350602,0.560611911,0.560611911,Visual,0.432432432,2,1.098612289,8
379,tarry,0.761904762,3.882352941,2.411764706,0,2.235294118,0.470588235,1.317305628,1.227743027,0,1.821037196,1.007326105,Visual,0.431372549,0,0,5
380,tart,0.904761905,2.421052632,0.842105263,0.105263158,1.894736842,4.157894737,1.952656011,1.384965218,0.315301768,1.486783883,1.42451387,Gustatory,0.430167598,3,1.386294361,4
381,tasteless,1,1.095238095,0.19047619,0.333333333,3.238095238,4.333333333,1.410842369,0.402373908,0.730296743,1.374945886,1.354006401,Gustatory,0.450777202,1,0.693147181,9
382,tasty,1,2.761904762,0.333333333,0.19047619,3.904761905,5,1.48002574,0.658280589,0.511766316,0.995226703,0,Gustatory,0.39453125,4,1.609437912,5
383,tender,1,3,3.952380952,1.619047619,1.238095238,2.619047619,1.414213562,1.321975434,1.499206139,1.513431925,1.716863142,Haptic,0.218390805,17,2.890371758,6
384,tepid,0.904761905,1,3.684210526,0.315789474,0.473684211,1.368421053,1.56347192,1.492672159,0.582392725,1.172292202,1.605910137,Haptic,0.492307692,1,0.693147181,5
385,thorny,1,4.428571429,4.904761905,0.761904762,0.238095238,0.761904762,1.207121724,0.300792604,1.04425868,0.700340053,1.445847914,Haptic,0.420600858,1,0.693147181,6
386,thudding,1,2.857142857,2.238095238,4.571428571,0.047619048,0.047619048,1.236354087,1.89485519,0.978336781,0.21821789,0.21821789,Auditory,0.463414634,1,0.693147181,8
387,thumping,1,2.619047619,2.523809524,3.904761905,0.19047619,0.142857143,1.465475707,1.66189794,1.513431925,0.872871561,0.654653671,Auditory,0.401015228,3,1.386294361,8
388,thunderous,1,3.142857143,0.380952381,4.523809524,0.380952381,0,1.8516402,0.920662287,0.74960307,0.973457265,0,Auditory,0.536723164,1,0.693147181,10
389,ticklish,1,2.666666667,4.666666667,1.095238095,0.142857143,0.19047619,1.798147195,0.658280589,1.578124263,0.654653671,0.872871561,Haptic,0.516304348,0,0,8
390,tight,1,3.904761905,4.142857143,0.714285714,0.095238095,0,1.300183137,1.152636729,1.055597326,0.43643578,0,Haptic,0.467741935,38,3.663561646,5
391,tingly,0.952380952,0.9,4.8,0.5,0.4,1.15,1.333771858,0.523148364,1.100239208,1.046296728,1.424411236,Haptic,0.567741935,0,0,6
392,tinkling,0.952380952,1.8,1.5,4.15,0.2,0,1.542383664,1.638356044,1.348488433,0.523148364,0,Auditory,0.54248366,0,0,8
393,tiny,1,4.619047619,3.333333333,0.619047619,0.047619048,0.238095238,0.804747816,1.591644852,1.283596139,0.21821789,0.538958431,Visual,0.516129032,55,4.025351691,4
394,tough,1,3.380952381,3.761904762,0.571428571,0.142857143,2.142857143,1.359271514,1.513431925,0.978336781,0.358568583,2.007130147,Haptic,0.361904762,32,3.496507561,5
395,translucent,0.904761905,4.684210526,1.052631579,0.421052632,0.210526316,0.210526316,0.749268649,1.544656891,0.96123702,0.713282504,0.713282504,Visual,0.68,2,1.098612289,11
396,transparent,1,4.80952381,0.619047619,0.25,0.142857143,0.142857143,0.511766316,0.973457265,0.786397516,0.654653671,0.654653671,Visual,0.78243513,7,2.079441542,11
397,triangular,1,4.619047619,3.571428571,0.285714286,0,0,0.864649668,1.567527626,0.902377811,0,0,Visual,0.54494382,4,1.609437912,10
398,ugly,1,5,1.666666667,0.857142857,1.142857143,0.714285714,0,1.591644852,1.424279266,1.621286967,1.346954236,Visual,0.456852792,14,2.708050201,4
399,uneven,1,4.571428571,4.285714286,1.523809524,0.428571429,0.428571429,0.676123404,1.007117528,1.600595127,0.810643483,0.810643483,Visual,0.368644068,7,2.079441542,6
400,unpalatable,0.80952381,3.529411765,1.352941176,0.235294118,3.705882353,4.764705882,1.23073388,1.221739358,0.437237316,1.490163828,0.562295715,Gustatory,0.333333333,1,0.693147181,11
401,unripe,1,4.142857143,3.428571429,0.285714286,2.666666667,3.952380952,1.062342425,1.567527626,0.717137166,1.390443574,1.283596139,Visual,0.266447368,0,0,6
402,vegetal,0.523809524,3.909090909,1.454545455,0.181818182,2.6,3.272727273,1.513574937,1.368476259,0.404519917,1.577621275,2.148995537,Visual,0.326433121,0,0,7
403,vinegary,1,1.761904762,0.380952381,0,4.19047619,4.952380952,1.374945886,0.804747816,0,0.74960307,0.21821789,Gustatory,0.438818565,0,0,8
404,vivid,1,4.523809524,1.19047619,2.523809524,1.619047619,1.714285714,0.813575296,1.749829924,1.9136104,1.856776521,1.874642823,Visual,0.288065844,10,2.397895273,5
405,wailing,0.952380952,2.85,0.25,4.95,0.1,0.15,1.755442664,0.638666374,0.223606798,0.447213595,0.670820393,Auditory,0.584337349,2,1.098612289,7
406,warbling,0.761904762,1.9375,0.8125,3.9375,0.25,0.25,1.236594787,1.470544117,1.691892432,0.774596669,0.774596669,Auditory,0.513043478,0,0,8
407,warm,1,2.380952381,4.80952381,0.619047619,1.142857143,2.857142857,1.716863142,0.402373908,1.07126983,1.558387445,2.151411497,Haptic,0.35483871,70,4.262679877,4
408,waxy,1,4,4.666666667,0.619047619,2.142857143,1.619047619,0.948683298,0.577350269,1.07126983,1.824437291,1.745743122,Haptic,0.310218978,1,0.693147181,4
409,weak,1,3.666666667,3.19047619,1.857142857,1.428571429,2.142857143,1.278019301,1.536848972,1.681835732,1.832250763,1.796822592,Visual,0.182170543,36,3.610917913,4
410,weightless,1,3.047619048,4.285714286,1.238095238,0.142857143,0.285714286,1.283596139,1.309307341,1.445847914,0.478091444,0.902377811,Haptic,0.46031746,1,0.693147181,10
411,wet,1,4.333333333,4.666666667,1.857142857,1.80952381,1.714285714,0.856348839,0.577350269,1.558387445,1.569045813,1.764733893,Haptic,0.205298013,40,3.713572067,3
412,whiffy,0.952380952,0.95,0.2,0.3,4.9,1.5,1.145931017,0.523148364,0.801314709,0.307793506,1.538967528,Olfactory,0.598726115,0,0,6
413,whimpering,1,3.142857143,0.380952381,4.80952381,0.19047619,0.047619048,1.768776817,0.74001287,0.601585208,0.872871561,0.21821789,Auditory,0.555555556,1,0.693147181,10
414,whining,1,2.476190476,0.142857143,4.857142857,0.095238095,0.095238095,1.503963019,0.478091444,0.358568583,0.43643578,0.43643578,Auditory,0.621118012,1,0.693147181,7
415,whispering,1,2.428571429,0.238095238,4.666666667,0.095238095,0.047619048,1.690308509,0.700340053,0.577350269,0.300792604,0.21821789,Auditory,0.617834395,5,1.791759469,10
416,whistling,1,2.047619048,0.285714286,4.952380952,0.095238095,0.095238095,1.395571226,0.643650304,0.21821789,0.300792604,0.300792604,Auditory,0.649681529,3,1.386294361,9
417,white,1,4.571428571,0.095238095,0.238095238,0.142857143,0.1,0.978336781,0.43643578,0.700340053,0.358568583,0.307793506,Visual,0.869565217,218,5.38907173,5
418,wide,1,4.80952381,3.666666667,0.476190476,0.142857143,0.285714286,0.511766316,1.278019301,0.92838826,0.654653671,0.902377811,Visual,0.497461929,121,4.804021045,4
419,wiry,1,4.19047619,4.095238095,1.047619048,0.285714286,0.761904762,0.92838826,1.179184545,1.283596139,0.902377811,1.513431925,Visual,0.376146789,1,0.693147181,4
420,wispy,0.904761905,4.210526316,3.263157895,1.631578947,0.263157895,0.894736842,0.85498196,1.446916463,1.535162905,0.653376296,1.370106924,Visual,0.384615385,1,0.693147181,5
421,wizened,0.428571429,3.1,0.8,2.9,0.3,0.1,1.791957341,1.475729575,1.852925615,0.674948558,0.316227766,Visual,0.416666667,1,0.693147181,7
422,woolly,1,4.285714286,4.428571429,0.142857143,0.142857143,0.142857143,0.845154255,1.028174527,0.358568583,0.358568583,0.478091444,Haptic,0.46875,3,1.386294361,6
423,yellow,0.952380952,4.9,0,0.15,0.05,0.05,0.447213595,0,0.670820393,0.223606798,0.223606798,Visual,0.951456311,45,3.828641396,6