Item#,Noun,KnownProportion,Auditory_mean,Gustatory_mean,Haptic_mean,Olfactory_mean,Visual_mean,Auditory_sd,Gustatory_sd,Haptic_sd,Olfactory_sd,Visual_sd,DominantModality,Exclusivity,
264,engagement,1,2.588235294,0.058823529,1.764705882,0.058823529,3.235294118,1.73417212,0.242535625,1.601928984,0.242535625,1.95350364,Visual,0.41221374,
265,estate,1,1.529411765,0.058823529,1.176470588,0.882352941,4.176470588,1.699913493,0.242535625,1.467791458,1.053704948,1.333945938,Visual,0.526315789,
266,factor,0.941176471,1.3125,0.375,0.3125,0.0625,1.875,1.621470526,1.024695077,0.793200269,0.25,1.857417562,Visual,0.46031746,
267,fair,0.941176471,1.5625,0.0625,1.058823529,0.25,2.875,1.965324401,0.25,1.477776549,0.683130051,1.62788206,Visual,0.484177215,
268,farm,0.941176471,3.3125,0.5,2.75,3.9375,4.235294118,1.400892573,0.730296743,1.61245155,1.289379696,1.30045241,Visual,0.253493014,
269,feet,0.941176471,2.0625,0.1875,3.5,3.125,4.5,1.842778699,0.75,1.825741858,1.543804824,0.894427191,Visual,0.322429907,
270,fell,1,2.529411765,0,3.117647059,0.235294118,3.705882353,1.771921523,0,1.833110503,0.752446989,0.985184366,Visual,0.386503067,
271,felt,0.941176471,0.705882353,0.25,4.235294118,0.470588235,2.823529412,1.212678125,1,1.521898969,1.178857872,2.068673915,Haptic,0.469670711,
272,fence,0.941176471,0.375,0,3.764705882,0.125,4.705882353,1.024695077,0,1.30045241,0.5,0.587867532,Visual,0.524590164,
273,fine,1,1.705882353,0.529411765,2,0.352941176,3.823529412,1.649420576,0.943242218,2.061552813,0.785905248,1.380004263,Visual,0.412587413,
274,firm,1,1.176470588,0.941176471,4.058823529,0.117647059,3.117647059,1.42457424,1.390619836,1.675954513,0.332105582,1.615640467,Haptic,0.41875,
275,fog,1,0.176470588,0.117647059,1.117647059,0.823529412,4.764705882,0.727606875,0.332105582,1.409004655,0.95100566,0.562295715,Visual,0.663865546,
276,foot,1,1.294117647,0.058823529,3.941176471,2.823529412,4.411764706,1.159994929,0.242535625,1.344925102,1.550616576,0.71228712,Visual,0.34741784,
277,fortune,1,2.235294118,0.117647059,1,0.176470588,2.882352941,1.92124347,0.48507125,1.541103501,0.392952624,1.932690901,Visual,0.431192661,
278,giant,0.941176471,2.294117647,0,2.411764706,0.647058824,4.117647059,2.054407028,0,2.001837391,1.32009358,1.833110503,Visual,0.434782609,
279,god,1,1.823529412,0.411764706,0.411764706,0.411764706,1.176470588,1.667156791,1.277635684,1.277635684,1.277635684,1.845104811,Auditory,0.333333333,
280,grace,0.941176471,2.5,0.125,0.8125,0.375,3.125,1.632993162,0.5,1.558578412,0.718795288,1.995828984,Visual,0.432432432,
281,gun,1,4.058823529,0.352941176,3.117647059,1.294117647,4.176470588,1.519481336,0.996316746,2.027386031,1.358524286,1.42457424,Visual,0.294117647,
282,harm,1,2.882352941,0.352941176,2.764705882,0.470588235,3.647058824,1.866894244,0.70188821,1.640480561,0.943242218,1.45521375,Visual,0.325581395,
283,harmony,1,4.411764706,0.823529412,1.411764706,0.882352941,2.941176471,1.003669737,1.467791458,1.804813825,1.409004655,1.853057886,Auditory,0.342696629,
284,hate,1,3.058823529,0.529411765,1.058823529,0.588235294,2.941176471,1.819017188,1.374665735,1.390619836,1.371988681,1.784327192,Auditory,0.309352518,
285,hell,1,2.470588235,0.235294118,1.058823529,0.705882353,1.235294118,1.841115391,0.752446989,1.853057886,1.358524286,1.786386428,Auditory,0.391752577,
286,help,1,3.764705882,0,2.411764706,0.294117647,3.647058824,1.091410313,0,1.697749375,0.848874688,1.32009358,Auditory,0.372093023,
287,hen,1,3.529411765,1.117647059,2.352941176,1.470588235,3.823529412,1.462773353,1.615640467,1.497547014,1.58578242,1.467791458,Visual,0.220095694,
288,hold,1,0.294117647,0.117647059,4.352941176,0.352941176,3.058823529,0.771743633,0.48507125,1.411611511,0.70188821,1.919328927,Haptic,0.517985612,
289,household,1,3.058823529,1.058823529,2.823529412,2.588235294,4.058823529,1.434860108,1.748949264,1.776066374,1.66052791,0.96634545,Visual,0.220779221,
290,hurt,1,2.470588235,0.411764706,3.117647059,0.352941176,3.529411765,2.034626718,0.71228712,2.204607475,0.70188821,1.699913493,Visual,0.321428571,
291,ideal,1,2.705882353,1.588235294,1.176470588,1.294117647,2.941176471,1.896203638,1.839117435,1.590412451,1.611082939,1.853057886,Visual,0.181818182,
292,imagination,0.941176471,2.8125,1.058823529,1,1.058823529,3.117647059,1.973786547,1.638237934,1.17260394,1.675954513,1.798692335,Visual,0.234051199,
293,information,0.941176471,4.529411765,1,1.882352941,1.25,4.294117647,0.874474632,1.802775638,1.996320144,1.879716291,1.104802351,Auditory,0.272417707,
294,intention,0.941176471,2.9375,0,0.5,0,2.9375,1.768945072,0,0.966091783,0,1.730847577,Visual,0.460784314,
295,invention,0.941176471,2.764705882,0.875,2.125,1.375,3.6875,1.92124347,1.62788206,1.927865832,1.62788206,1.621470526,Visual,0.259762309,
296,investigation,1,2.764705882,0.176470588,1.235294118,0.588235294,3.647058824,1.601928984,0.52859414,1.751050105,1.121317502,1.411611511,Visual,0.412587413,
297,item,0.941176471,2.75,2.6875,4.0625,2.9375,4.058823529,1.914854216,2.023816527,1.340087062,1.948289848,1.29762226,Haptic,0.083351906,
298,job,1,3,0.352941176,1.705882353,1.058823529,3.588235294,1.870828693,1.221739358,1.829094922,1.434860108,1.416810835,Visual,0.333333333,
299,kid,0.941176471,4.0625,0,2,1.1875,4.411764706,1.236594787,0,1.788854382,1.424488212,0.618346942,Visual,0.378310214,
300,kingdom,0.941176471,2.0625,0.3125,1.25,0.6875,3.3125,1.569235483,0.704154339,1.570562532,1.138346754,1.621470526,Visual,0.393442623,
301,knowledge,1,3.764705882,0.352941176,0.470588235,0.352941176,2.529411765,1.888432279,0.861769725,0.799816155,0.861769725,1.73629084,Auditory,0.456692913,
302,lady,1,3.941176471,0.588235294,3.470588235,2.470588235,4.705882353,1.675954513,1.371988681,1.62471717,1.58578242,0.587867532,Visual,0.271317829,
303,landscape,1,1.294117647,0,1.352941176,1.235294118,4.705882353,1.263165957,0,1.617914416,1.480262298,0.771743633,Visual,0.547945205,
304,laughter,1,4.882352941,0,0.941176471,0,4.117647059,0.48507125,0,1.197423705,0,0.992619825,Auditory,0.49112426,
305,lead,0.941176471,1.75,0.5625,2.5625,0.75,3.647058824,1.770122406,1.364734406,2.096624271,1.437590577,1.656093916,Visual,0.332672482,
306,leg,1,0.647058824,0.470588235,4.647058824,0.294117647,4.705882353,1.05718828,1.007326105,0.861769725,0.587867532,0.469668218,Visual,0.409836066,
307,level,0.941176471,1.588235294,0.352941176,1.625,0.176470588,3.235294118,1.325651893,0.861769725,1.5,0.52859414,1.393261092,Visual,0.438356164,
308,liberty,1,2.294117647,0.117647059,0.705882353,0.176470588,2.705882353,2.023755972,0.48507125,1.403776419,0.727606875,1.794599742,Visual,0.431372549,
309,library,1,2.941176471,0.529411765,2.647058824,1.411764706,4.529411765,1.144038255,1.374665735,1.693412844,1.325651893,0.624264273,Visual,0.331707317,
310,lift,1,2.588235294,0,3.529411765,0.470588235,4.235294118,1.697749375,0,1.62471717,0.717430054,0.903424856,Visual,0.391304348,
311,liquid,0.941176471,2.823529412,4.235294118,4.176470588,2.9375,4.588235294,1.590412451,0.903424856,0.882843001,1.730847577,0.618346942,Visual,0.094062316,
312,magic,1,1.941176471,0.176470588,0.823529412,0.294117647,3.764705882,1.748949264,0.52859414,1.074435556,0.685994341,1.640480561,Visual,0.512605042,
313,main,0.941176471,1.352941176,0.529411765,0.941176471,0.3125,2.352941176,1.497547014,1.124591429,1.560071642,0.602079729,1.93459222,Visual,0.371734762,
314,majority,1,2.941176471,0,0.882352941,0.117647059,4,1.886484437,0,1.615640467,0.48507125,1,Visual,0.503703704,
315,mass,1,1.647058824,0.058823529,3.470588235,0.352941176,4.294117647,1.729926894,0.242535625,1.662740474,0.861769725,0.985184366,Visual,0.431137725,
316,measure,1,1.352941176,1.058823529,3,0.705882353,3.882352941,1.765686002,1.519481336,1.457737974,1.104802351,1.72780037,Visual,0.317647059,
317,meeting,1,3.588235294,0.235294118,1.352941176,0.411764706,4.235294118,1.622452755,0.562295715,1.656093916,0.795206226,1.091410313,Visual,0.407185629,
318,moment,0.882352941,2.625,0.4375,1.2,0.875,3.125,1.892969449,0.892094913,1.740279124,1.454876856,1.892969449,Visual,0.32526475,
319,music,1,4.941176471,0,1.235294118,0.058823529,2.235294118,0.242535625,0,1.678146737,0.242535625,1.251469724,Auditory,0.583333333,
320,myth,0.941176471,4.058823529,0,0.25,0,1.235294118,1.088036548,0,0.774596669,0,1.480262298,Auditory,0.732095491,
321,nose,1,1.235294118,0.588235294,3.764705882,2.882352941,4.470588235,1.437420075,1.121317502,1.437420075,2.28807651,0.799816155,Visual,0.3,
322,note,0.941176471,2.176470588,0,2.764705882,0,4.294117647,2.068673915,0,1.786386428,0,1.159994929,Visual,0.464968153,
323,object,1,2.941176471,2.411764706,4.294117647,2.647058824,4.529411765,1.951620744,2.063335392,0.919558718,1.93459222,0.799816155,Visual,0.125874126,
324,opening,1,2.058823529,0.058823529,3.411764706,0.352941176,4.411764706,1.675954513,0.242535625,1.371988681,1.221739358,0.71228712,Visual,0.422857143,
325,opportunity,1,3.588235294,0.411764706,1.705882353,0.470588235,4.235294118,1.583462327,0.870260272,1.686887144,0.874474632,1.251469724,Visual,0.367231638,
326,opposition,1,3.058823529,0,1.352941176,0.411764706,3.823529412,1.638237934,0,1.45521375,1.003669737,1.131110854,Visual,0.442176871,
327,origin,1,2.058823529,0.352941176,0.411764706,0.647058824,2.470588235,1.599632311,0.996316746,1.064120736,1.221739358,1.58578242,Visual,0.356435644,
328,owner,1,2.470588235,0,1.352941176,0.647058824,3.882352941,1.940285,0,1.656093916,1.169464432,1.218726433,Visual,0.464788732,
329,paint,1,0.470588235,0.470588235,2.823529412,3.882352941,4.588235294,1.067570083,1.280510009,1.333945938,1.363925994,0.71228712,Visual,0.336538462,
330,pair,1,1.588235294,0.176470588,2.235294118,0.058823529,4.235294118,1.769845457,0.52859414,1.601928984,0.242535625,1.251469724,Visual,0.503546099,
331,paper,0.941176471,1.5625,0.5625,4,1.5625,4.411764706,1.364734406,1.412739655,1.17260394,1.504160896,0.939336437,Visual,0.318140383,
332,pat,1,2.117647059,0.117647059,4.294117647,0.058823529,3.058823529,1.72780037,0.48507125,0.848874688,0.242535625,1.853057886,Haptic,0.43902439,
333,philosophy,1,3.411764706,0,0.235294118,0.058823529,1.647058824,1.73417212,0,0.562295715,0.242535625,1.656093916,Auditory,0.637362637,
334,piece,0.941176471,1.125,1.6875,3,0.9375,3.9375,1.310216267,1.956825661,1.460593487,1.569235483,1.062622542,Visual,0.280701754,
335,plan,0.941176471,3.647058824,0.1875,1.058823529,0.117647059,3.411764706,1.578811914,0.543905629,1.29762226,0.332105582,1.460257834,Auditory,0.419030991,
336,plane,1,4.294117647,0.411764706,2.529411765,0.941176471,4.529411765,0.771743633,1.064120736,2.003673098,1.088036548,0.717430054,Visual,0.324074074,
337,platform,0.941176471,1.058823529,0,2.058823529,0.25,4.176470588,1.248528546,0,1.853057886,0.447213595,0.95100566,Visual,0.553606238,
338,poet,1,3.764705882,0,0.764705882,0.411764706,3.058823529,1.786386428,0,1.347655917,1.064120736,1.599632311,Auditory,0.470588235,
339,poetry,1,4.352941176,0.058823529,0.588235294,0.117647059,3.058823529,0.785905248,0.242535625,0.939336437,0.332105582,1.819017188,Auditory,0.525179856,
340,president,1,3.411764706,0,0.647058824,0.352941176,3.764705882,2.001837391,0,1.411611511,0.861769725,1.678146737,Visual,0.460431655,
341,pressure,1,2.764705882,0.058823529,2.705882353,0.058823529,3.294117647,1.714985851,0.242535625,2.054407028,0.242535625,1.649420576,Visual,0.364238411,
342,pride,1,2.882352941,0.058823529,0.705882353,0.117647059,3.235294118,2.027386031,0.242535625,1.311711948,0.48507125,1.30045241,Visual,0.453781513,
343,prince,1,3,0,1,0.529411765,3.764705882,2.031009601,0,1.767766953,1.23073388,1.751050105,Visual,0.453900709,
344,problem,0.941176471,3.529411765,0.294117647,1.375,0.588235294,3.411764706,1.699913493,0.848874688,1.707825128,1.416810835,1.502448981,Auditory,0.351718625,
345,promotion,1,3.411764706,0.235294118,0.882352941,0.235294118,3,1.416810835,0.752446989,1.317305628,0.752446989,1.802775638,Auditory,0.409090909,
346,proof,1,3.352941176,1.117647059,2.058823529,1.352941176,3.882352941,1.868862504,1.798692335,2.075770587,1.966633433,1.653872461,Visual,0.235,
347,provision,0.941176471,0.9375,0.75,1,0.5,2.352941176,1.569235483,1.183215957,1.505545305,1.211060142,1.656093916,Visual,0.334439283,
348,public,1,3.823529412,0,2.058823529,1.117647059,4.470588235,1.236693885,0,1.886484437,1.053704948,1.178857872,Visual,0.38974359,
349,pupil,0.941176471,2,0.058823529,1.294117647,0.647058824,3.529411765,1.897366596,0.242535625,1.686887144,1.221739358,1.178857872,Visual,0.4609375,
350,purpose,0.882352941,2.5625,0.066666667,1.0625,0.25,2.4375,1.787689384,0.25819889,1.340087062,0.577350269,2.096624271,Auditory,0.391247551,
351,quantity,1,2,0.411764706,3,0.352941176,4.411764706,1.732050808,1.064120736,1.695582496,0.785905248,1.121317502,Visual,0.398843931,
352,quarrel,1,4.647058824,0,0.705882353,0,3.941176471,0.70188821,0,1.104802351,0,1.29762226,Auditory,0.5,
353,question,1,4.705882353,0,0.117647059,0,2.705882353,0.685994341,0,0.48507125,0,1.992633492,Auditory,0.625,
354,quick,1,2.294117647,0.058823529,1.705882353,0.235294118,3.882352941,1.862951485,0.242535625,1.794599742,0.562295715,1.763602596,Visual,0.467625899,
355,race,1,2.588235294,0.058823529,1.647058824,0.235294118,4.588235294,1.938389265,0.242535625,1.966633433,0.562295715,0.870260272,Visual,0.496774194,
356,recall,0.941176471,2.941176471,1.5625,1.764705882,2,3.117647059,1.712840778,1.67207456,1.786386428,1.903943276,1.900077398,Visual,0.136583791,
357,recognition,0.941176471,3.9375,1.9375,2.625,2.5,4.235294118,1.123610253,1.806239187,1.892969449,2.160246899,1.200490096,Visual,0.150820463,
358,reduction,1,2.058823529,0.764705882,1.764705882,0.647058824,3.529411765,1.784327192,1.200490096,2.016476251,0.996316746,1.504893977,Visual,0.32885906,
359,rent,1,1.764705882,0,1.176470588,0,2.941176471,2.047236301,0,1.550616576,0,1.599632311,Visual,0.5,
360,requirement,0.882352941,2.625,0.75,0.8125,0.6,3.3125,1.62788206,1.483239697,1.424488212,1.055597326,1.537042615,Visual,0.334876543,
361,resistance,0.941176471,2.3125,0.125,2.8125,0.3125,3.625,1.778341924,0.341565026,1.905037182,0.704154339,1.360147051,Visual,0.380952381,
362,rifle,0.941176471,4.125,0.125,3.25,1.375,4,0.885061203,0.341565026,1.61245155,1.360147051,1.154700538,Auditory,0.310679612,
363,rock,1,1.647058824,0.058823529,4.176470588,0.294117647,4.352941176,1.411611511,0.242535625,0.882843001,0.587867532,0.785905248,Visual,0.407821229,
364,safety,1,2.117647059,0.058823529,2.588235294,0.294117647,3.529411765,1.691240408,0.242535625,1.73417212,0.469668218,1.328422328,Visual,0.404109589,
365,satisfaction,1,3.176470588,2.294117647,2.588235294,1.647058824,3.705882353,1.740520544,1.896203638,1.73417212,1.617914416,1.611082939,Visual,0.153508772,
366,sea,1,4.058823529,2.882352941,3.705882353,3.411764706,4.764705882,0.96634545,1.833110503,1.263165957,1.543487266,0.562295715,Visual,0.1,
367,selection,0.941176471,2.3125,1.1875,1.75,1.5625,2.9375,1.662077014,1.376892637,1.527525232,1.787689384,1.691892432,Visual,0.179487179,
368,shirt,1,0.176470588,0,4.235294118,1.882352941,4.470588235,0.392952624,0,0.831370237,1.363925994,0.717430054,Visual,0.415300546,
369,shock,1,3.882352941,0.529411765,2.235294118,0.352941176,4.235294118,1.495090003,1.328422328,2.077540967,1.05718828,1.30045241,Visual,0.345549738,
370,sight,1,0.470588235,0.117647059,0.411764706,0.117647059,5,0.874474632,0.48507125,0.870260272,0.48507125,0,Visual,0.798076923,
371,sister,0.941176471,3.625,0.176470588,2.529411765,2.176470588,3.529411765,1.821171784,0.727606875,1.972233729,1.944070926,1.907801322,Auditory,0.286499695,
372,situation,1,3.176470588,0.647058824,2.058823529,1.294117647,3.941176471,2.038237416,1.221739358,1.951620744,1.759428383,1.434860108,Visual,0.296296296,
373,skirt,1,0.705882353,0,3.764705882,0.529411765,4.882352941,1.159994929,0,1.480262298,0.943242218,0.332105582,Visual,0.494047619,
374,sound,0.941176471,5,0,0.588235294,0.0625,0.764705882,0,0,1.064120736,0.25,1.032558217,Auditory,0.779369628,
375,spite,0.941176471,2.875,0,0.375,0,2.3125,1.74642492,0,0.806225775,0,1.851800925,Auditory,0.516853933,
376,strain,1,2.117647059,0.235294118,3.235294118,0.529411765,3,1.615640467,0.562295715,1.821037196,0.943242218,1.118033989,Haptic,0.329032258,
377,success,1,3.117647059,0.647058824,1.470588235,0.235294118,3.705882353,1.763602596,1.114740803,1.73629084,0.9701425,1.311711948,Visual,0.378205128,
378,supper,1,1.705882353,4.882352941,2.764705882,4.058823529,4.352941176,1.490163828,0.48507125,1.985239651,1.434860108,0.785905248,Gustatory,0.178807947,
379,supply,0.941176471,1.125,0.352941176,1.411764706,0.647058824,3,1.360147051,0.70188821,1.371988681,0.861769725,1.695582496,Visual,0.404949381,
380,suspicion,1,2.705882353,0.176470588,1.117647059,0.352941176,3.176470588,1.829094922,0.392952624,1.218726433,0.492592183,1.550616576,Visual,0.3984375,
381,taste,0.941176471,0.235294118,5,1.647058824,2.352941176,1.25,0.562295715,0,1.617914416,1.729926894,1.61245155,Gustatory,0.454417952,
382,tax,1,1.411764706,0,0.882352941,0,3.529411765,1.697749375,0,1.615640467,0,1.374665735,Visual,0.606060606,
383,team,0.941176471,3.8125,0.0625,1.9375,0.75,4.1875,1.276388133,0.25,1.768945072,1.290994449,1.108677891,Visual,0.38372093,
384,throw,1,1.470588235,0,3.176470588,0,4.176470588,1.545867356,0,1.810914621,0,0.882843001,Visual,0.473333333,
385,treat,1,1.588235294,3.470588235,2.705882353,1.882352941,3.117647059,1.73417212,1.73629084,1.896203638,1.798692335,1.72780037,Gustatory,0.147465438,
386,trial,1,2.411764706,0.352941176,0.705882353,0.294117647,2.882352941,1.73417212,1.221739358,1.358524286,0.985184366,1.452685141,Visual,0.389380531,
387,trust,1,3.352941176,0.117647059,1.588235294,0.058823529,3.294117647,1.998160919,0.48507125,1.872792819,0.242535625,1.928882639,Auditory,0.391608392,
388,turn,1,1.941176471,0,1.823529412,0.176470588,3.882352941,1.712840778,0,1.667156791,0.392952624,1.268973647,Visual,0.496240602,
389,type,1,2.411764706,1.647058824,2.705882353,1.588235294,3.294117647,1.938389265,1.765686002,1.72353945,1.697749375,1.829094922,Visual,0.146464646,
390,under,0.941176471,1.1875,0,2.705882353,0.117647059,4.235294118,1.470544117,0,1.829094922,0.332105582,1.251469724,Visual,0.51359786,
391,unit,0.882352941,1.5,0.375,1.866666667,0.375,3.0625,1.788854382,0.718795288,1.505545305,1.087811258,1.388944443,Visual,0.374347069,
392,value,1,2.705882353,0.647058824,1.882352941,0.529411765,3.411764706,1.649420576,1.169464432,1.691240408,1.124591429,1.325651893,Visual,0.314102564,
393,volume,1,4.352941176,0.235294118,1.117647059,0.176470588,1.647058824,1.538716042,0.752446989,1.452685141,0.727606875,1.765686002,Auditory,0.5546875,
394,vote,1,2.352941176,0,1.705882353,0,3.176470588,1.800735144,0,1.862951485,0,1.550616576,Visual,0.43902439,
395,wage,0.941176471,0.3125,0,2.705882353,0.117647059,3.588235294,0.87321246,0,1.896203638,0.332105582,1.839117435,Visual,0.533624932,
396,weather,1,3.176470588,0.235294118,3,1.764705882,4.764705882,1.740520544,0.752446989,2,1.480262298,0.437237316,Visual,0.35,
397,welcome,0.941176471,3.941176471,0.5625,2.125,0.5625,3.941176471,1.144038255,1.093541647,1.62788206,1.030776406,0.96634545,Auditory,0.303500661,
398,work,0.941176471,2.470588235,0.6875,2.294117647,0.882352941,3.588235294,1.699913493,1.537042615,1.611082939,1.495090003,1.460257834,Visual,0.292330493,
399,writing,0.941176471,1.058823529,0,2,0.0625,4.588235294,1.434860108,0,1.903943276,0.25,0.870260272,Visual,0.595135908,
400,zero,0.941176471,1.3125,0.0625,0.5625,0.1875,2.75,1.851800925,0.25,1.093541647,0.543905629,2.29492193,Visual,0.551282051,